"experience_id","position_id","name","description","hyperlink","start_date","end_date"
"1","1","McDonald's Duties","Entailed cleaning, collecting currency from customers, serving meals, providing services to customers with a smile, and helping to teach the newest crew members how to get the job done right.","NULL","NULL","NULL"
